well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
2075c696,e45a2a62,680.3391014780351,680.3391014780351,163.767283514661,163.7754481597543,165.51423608260646,15312.0,17340.0,5579,6696,2902346.85,1036279.5,2901847.72,1035817.19,4770.253092866386,6301.7364069595415,2392,5579,1690,6696,2900375.11,1040623.18,2902346.85,1036279.5,2905952.7,1031035.87,2901847.72,1035817.19,0,0,0,0,0,0,0,0,0,0,0,0,563,703,563,563,703,563
4caa7289,87aa3730,681.3402727711729,681.3580064838102,178.7244489870346,179.05484384982378,149.9403098850568,10726.0,10759.0,5,80,2904113.99,1031006.28,2904793.91,1031050.25,6545.943853906805,6897.593328842994,1458,6853,1686,7292,2904113.99,1031006.27,2899848.2,1035971.39,2904795.43,1031050.31,2909405.73,1025919.82,0,0,0,0,0,0,0,0,0,0,0,0,745,807,745,745,807,745
2d35f86d,9da441ba,682.3170044047172,682.3170044047172,175.17759567793277,175.123422081236,177.4948478394272,17786.0,18146.0,6627,7282,2999153.43,1108224.45,2999649.11,1108693.34,6226.510667918185,7053.032662372758,1732,6627,1500,7282,3001504.67,1102458.94,2999153.43,1108224.45,2997544.22,1115424.96,2999649.11,1108693.34,0,0,0,0,0,0,0,0,0,0,0,0,541,509,509,541,509,509
3a0af893,a645da9a,683.4161860098172,683.5122039875733,178.54956795204154,178.84221570974768,177.57988001961988,16507.0,18009.0,4539,6765,3019545.42,1108759.71,3020052.95,1109217.39,4369.449848688034,6257.537059139442,1653,4579,1613,6765,3022261.73,1105388.24,3019518.64,1108789.35,3016002.51,1113987.16,3020052.95,1109217.39,0,0,0,0,0,0,0,0,0,0,0,0,753,750,750,753,750,750
177622d7,aaeffccb,684.4516970538775,684.4647520508628,176.91663029659597,177.09531864570857,179.65625465416153,12336.0,15917.0,554,4573,3008716.43,1087621.69,3009226.77,1088077.79,4374.189122066085,3947.0629541596822,1545,4698,1874,4585,3008880.18,1087429.86,3005929.84,1090659.26,3006733.14,1091121.92,3009234.79,1088068.88,0,0,0,0,0,0,0,0,0,0,0,0,4699,4586,4586,4699,4586,4586
1550491d,593876b6,685.6709334660469,685.711744467138,177.645611492916,177.12842123374722,176.6545510951989,11852.0,17374.0,406,6365,3005636.67,1110946.33,3006319.58,1110884.86,5765.992040204361,6052.150729294504,1366,5928,1524,6365,3005612.32,1110679.76,3005938.83,1116436.5,3006910.23,1116908.12,3006319.58,1110884.86,0,0,0,0,0,0,0,0,0,0,0,0,5929,5849,5849,5929,5849,5849
0be01c24,c2717d4f,686.1041520063748,686.1069923856105,176.9154778124088,177.2283193595066,174.52130810334907,17178.0,11993.0,6384,1151,3006483.95,1110893.28,3005798.4,1110920.85,5904.570095044939,6056.582165958083,1647,6384,1961,6681,3007171.27,1116757.71,3006483.95,1110893.28,3005777.26,1110384.44,3006157.57,1116429.07,0,0,0,0,0,0,0,0,0,0,0,0,5811,6682,5811,5811,6682,5811
5aa403d0,65156b96,686.6777611809018,686.7882032329418,179.77800688213836,179.59034571169371,179.9136374261089,13232.0,12752.0,2835,2701,2926613.41,1057182.98,2926110.3,1056715.64,4338.05276984983,4498.479288292521,1584,4701,1825,5045,2928293.68,1055361.95,2925377.44,1058573.53,2924648.14,1058305.41,2927659.3,1054963.37,0,0,0,0,0,0,0,0,0,0,0,0,4702,5046,4702,4702,5046,4702
c8d9680c,eb640a35,687.2949719733235,687.3351849715822,179.55436438645054,178.62992822934592,179.87874098896214,12413.0,16948.0,1666,6815,2995406.53,1115899.94,2994763.46,1115657.38,7431.688384135842,7306.408691169848,1460,7740,1745,7781,2995902.05,1114627.68,2993338.6,1121603.26,2992523.81,1121590.61,2995097.31,1114752.43,0,0,0,0,0,0,0,0,0,0,0,0,7741,7782,7741,7741,7782,7741
4c3168cf,cbe51de1,688.5100026145833,688.5495603075477,175.9244118069456,175.80522101332014,179.8071276876022,11444.0,11472.0,267,271,3011625.84,1115554.93,3012314.35,1115554.99,5586.846155435074,5050.267890973553,1625,5958,1399,5361,3011624.07,1115513.04,3011525.13,1121099.01,3012322.92,1115649.69,3012771.01,1110619.34,0,0,0,0,0,0,0,0,0,0,0,0,1198,1103,1103,1198,1103,1103
796dbd4c,d60430e6,689.7337237658031,689.7353498988405,172.87034741706714,176.3538872179235,175.78295899275923,14429.0,14708.0,4374,4175,2993344.81,1118076.72,2992715.7,1117793.96,7450.274595369134,3748.143883097292,1821,8068,1665,4175,2991901.69,1121551.31,2994761.79,1114671.89,2993713.9,1114181.18,2992715.7,1117793.96,0,0,0,0,0,0,0,0,0,0,0,0,4110,3275,3275,4110,3275,3275
796dbd4c,84633df4,689.8091654942621,689.8214379100316,176.67242615383827,176.800311345793,179.1811720289445,10857.0,10389.0,802,325,2992016.39,1121355.97,2992664.31,1121592.69,7450.274595369134,6124.81230671629,1821,8068,1747,6718,2991901.69,1121551.31,2994761.79,1114671.89,2992666.1,1121587.91,2990647.07,1127370.37,0,0,0,0,0,0,0,0,0,0,0,0,1565,1481,1481,1565,1481,1481
7cbbd047,e2fc7745,689.9455790858091,689.9604137194773,151.83962536211467,151.6902345263369,92.2338916822943,11385.0,11174.0,199,164,3015125.45,1114081.25,3014484.7,1114337.11,6276.279671150615,4753.362250838834,1669,6789,1651,5342,3015129.85,1114077.4,3019139.04,1109248.52,3014484.57,1114336.85,3013533.58,1118994.11,0,0,0,0,0,0,0,0,0,0,0,0,822,1020,822,822,1020,822
19fb4f7b,6e6d122c,690.9035426888627,690.9035426888627,167.95988505122654,167.78801412011347,170.4247834130189,19618.0,18856.0,7922,7082,3013125.52,1086704.58,3012435.5,1086739.51,7124.152976824628,6754.02407013762,2303,7922,1451,7082,3016608.38,1080489.82,3013125.52,1086704.58,3007977.2,1091813.01,3012435.5,1086739.51,0,0,0,0,0,0,0,0,0,0,0,0,444,392,392,444,392,392
9298ad5b,dd6bc5b2,691.097129642746,691.097129642746,179.6466810882382,178.7800808595048,140.02134727729853,10536.0,15818.0,0,5763,2978126.43,1092692.37,2977541.78,1092323.86,5341.744629996959,4962.20736043928,1843,5806,2162,5763,2978126.43,1092692.37,2974929.07,1096971.52,2974547.14,1096280.58,2977541.78,1092323.86,0,0,0,0,0,0,0,0,0,0,0,0,5807,5764,5764,5807,5764,5764
1944513c,e7d0c1de,691.4861850387208,691.5644260660163,176.60117363995815,177.16074171893226,179.91898626456248,11987.0,17203.0,1127,6415,3005473.49,1110991.21,3006161.53,1110922.26,5965.504662918459,5959.511646737575,1877,6598,1744,6454,3005424.58,1110489.44,3005734.86,1116446.87,3006820.11,1116806.06,3006157.85,1110883.46,0,0,0,0,0,0,0,0,0,0,0,0,6508,5367,5367,6508,5367,5367
9da441ba,be063506,693.6478087619884,693.6478087619884,175.5548285649339,175.78596395545702,177.8314543017322,18146.0,17530.0,7282,6538,2999649.11,1108693.34,3000338.1,1108613.09,7053.032662372758,6020.005225886474,1500,7282,2039,6538,2997544.22,1115424.96,2999649.11,1108693.34,3002574.61,1103023.95,3000338.1,1108613.09,0,0,0,0,0,0,0,0,0,0,0,0,475,465,465,475,465,465
4f4afcc6,6ede926a,694.2281493142109,694.2514178595167,178.37999951888057,178.4972940534348,75.05316998221161,10665.0,10778.0,0,187,2905065.79,1031276.6,2904372.36,1031243.32,6857.580302716064,6129.944754759192,1539,7183,1683,6620,2905065.79,1031276.6,2909669.98,1026194.49,2904371.19,1031245.68,2900385.61,1035903.08,0,0,0,0,0,0,0,0,0,0,0,0,715,897,715,715,897,715
155887bb,e161bd0c,695.4120955233467,695.4786973734516,175.30811660129345,176.34752243140454,178.67158262428066,18546.0,14745.0,7061,3289,3005466.7,1088406.43,3004978.21,1087911.48,6388.894492672258,4072.502960649443,1477,7061,1864,4812,3010274.69,1084199.15,3005466.7,1088406.43,3003204.2,1089748.58,3006039.34,1086825.01,0,0,0,0,0,0,0,0,0,0,0,0,2186,2234,2186,2186,2234,2186
861e71df,eb06a4e7,698.7033527900602,698.8091923410906,179.82081828150848,179.328136625081,179.79461974732897,16511.0,12611.0,5738,1583,3006748.12,1111563.91,3006051.58,1111618.85,5762.5805064224905,5825.002030832418,1584,6283,1844,6378,3007309.18,1116754.23,3006738.67,1111019.96,3005950.27,1110571.44,3006508.83,1116369.6,0,0,0,0,0,0,0,0,0,0,0,0,6284,6379,6284,6284,6379,6284
4f4ac5ce,d00e7eb9,699.6922352007422,699.6922352007422,179.80002084778212,178.77276829148025,175.67653483562296,17470.0,17443.0,6898,7320,2895265.97,1029406.54,2894567.81,1029360.26,6514.894941785109,6779.39417436399,1737,6898,1617,7320,2899543.05,1024492.23,2895265.97,1029406.54,2890134.96,1034489.59,2894567.81,1029360.26,0,0,0,0,0,0,0,0,0,0,0,0,412,393,393,412,393,393
2e29e833,660d9546,699.9132972732929,699.9132972732929,179.44509508215904,179.77725239202107,177.87943109229744,18851.0,17750.0,7253,6139,3023300.59,1114895.81,3023939.13,1115182.42,6780.857058639501,5877.068081322664,1826,7253,1408,6139,3023285.38,1108114.97,3023300.59,1114895.81,3024009.23,1121059.07,3023939.13,1115182.42,0,0,0,0,0,0,0,0,0,0,0,0,488,486,486,488,486,486
653612bc,d463e527,700.1901802366892,700.1901802366892,178.96849440356888,178.97304227451613,175.97446835873583,17624.0,18516.0,5945,6990,3024954.93,1115536.91,3024713.99,1114879.48,5730.298324214879,6259.14405861545,1341,5945,2224,6990,3025134.31,1121264.4,3024954.93,1115536.91,3024630.71,1108620.89,3024713.99,1114879.48,0,0,0,0,0,0,0,0,0,0,0,0,309,313,309,309,313,309
2d0c268a,f56d3ace,700.7775802633322,700.873763526838,179.1016543406319,179.08785949856704,179.83312844765084,11543.0,11604.0,873,864,3002654.79,1116941.23,3003338.86,1116789.12,5745.931902363478,6775.222683292404,1739,6288,1951,7382,3002585.95,1116598.81,3002839.16,1122339.16,3003404.25,1117079.06,3003211.84,1110306.57,0,0,0,0,0,0,0,0,0,0,0,0,1740,1807,1740,1740,1807,1740
09ec2ca9,f72b268f,701.6998629041163,701.8183187268434,179.42523846019702,179.62703232836208,179.97708737938734,17441.0,17531.0,6971,7392,3004777.57,1129347.52,3004076.33,1129372.92,7306.016989920134,7444.516178134107,1939,7823,1514,7917,3004554.56,1122895.92,3004835.07,1130196.55,3004259.22,1136290.57,3004048.03,1128849.05,0,0,0,0,0,0,0,0,0,0,0,0,2063,2058,2058,2063,2058,2058
12203f2a,347242c8,703.8681786388405,703.8935256134129,171.4784106509392,170.97219914949963,174.19359259080298,16114.0,12441.0,4990,1529,3013788.78,1118354.92,3014447.33,1118603.4,4450.589122678129,4855.129153225515,1730,4990,1842,5436,3014909.2,1114047.67,3013788.78,1118354.92,3014077.15,1119483.85,3015982.19,1115018.08,0,0,0,0,0,0,0,0,0,0,0,0,1880,2656,1880,1880,2656,1880
347242c8,e2fc7745,703.9832160640556,703.9929949932482,168.43839426821054,168.0901225098377,166.92118121793212,11683.0,16352.0,771,5342,3014176.77,1119280.29,3013533.58,1118994.11,4855.129153225515,4753.362250838834,1842,5436,1651,5342,3014077.15,1119483.85,3015982.19,1115018.08,3014484.57,1114336.85,3013533.58,1118994.11,0,0,0,0,0,0,0,0,0,0,0,0,2353,1509,1509,2353,1509,1509
200d233d,466fc788,704.4599381794958,704.5041662048034,179.59280018555316,179.2469269106757,179.9417894199589,17120.0,13646.0,5746,2222,3011229.0,1100526.79,3010629.37,1100157.05,5396.728964965756,7199.849149982307,1970,5895,1570,7766,3008624.11,1105082.54,3011307.13,1100400.01,3011428.41,1098698.12,3007804.65,1104919.55,0,0,0,0,0,0,0,0,0,0,0,0,5896,6386,5896,5896,6386,5896
b85f7b06,e32da4ec,704.5732277770813,704.5732277770813,179.7299246087081,178.9161762901252,31.10991430146272,11260.0,11342.0,0,0,3011927.04,1115363.2,3011252.11,1115565.42,5050.844166275567,5931.132936674107,1650,5452,1459,6147,3011927.04,1115363.2,3012005.16,1110312.96,3011252.11,1115565.42,3011188.33,1121496.21,0,0,0,0,0,0,0,0,0,0,0,0,969,753,753,969,753,753
28f4eda9,da3bfe4e,705.4105486165406,705.4105486165406,178.34206647518982,178.13159050291208,179.01333031764497,10580.0,10462.0,0,0,2888231.99,1024634.36,2888923.34,1024774.5,6671.920953855779,6803.336420977637,1558,6823,1558,7106,2888231.99,1024634.36,2883640.47,1029475.07,2888923.34,1024774.5,2893746.15,1019975.97,0,0,0,0,0,0,0,0,0,0,0,0,578,722,578,578,722,578
084d66f9,5542c301,707.8277590631124,707.8572650613245,178.858014148029,179.013324596976,146.70048352652586,11118.0,10124.0,893,0,2929801.68,1056421.12,2929211.21,1056030.78,5049.714428014704,4782.9224764049895,1747,5631,1842,5432,2929605.81,1056686.42,2932964.64,1052915.76,2929211.21,1056030.78,2925959.29,1059538.11,0,0,0,0,0,0,0,0,0,0,0,0,1497,1518,1497,1497,1518,1497
da2d4d7c,ed6436d6,708.50179195253,708.5200585019027,175.03364565584343,175.6174929248768,176.7574282254911,15120.0,12954.0,3566,1756,3000722.2,1086717.99,3001384.66,1086969.23,3317.281700444092,4396.668303181442,1453,3566,2082,5026,2999292.44,1089711.34,3000722.2,1086717.99,3001779.24,1085910.93,3000234.83,1090027.42,0,0,0,0,0,0,0,0,0,0,0,0,3567,3981,3567,3567,3981,3567
60e37807,b37fd114,710.7070760869509,710.7328427758773,179.56510430861445,179.65401223782263,179.946204989366,12529.0,11452.0,1771,405,2986320.94,1086637.39,2985661.8,1086371.61,4019.853373905532,9483.632707196082,1942,4640,1625,9785,2986762.85,1085570.85,2985250.19,1089295.24,2985573.67,1086524.7,2989075.54,1077711.29,0,0,0,0,0,0,0,0,0,0,0,0,2622,2280,2280,2622,2280,2280
d9ae59b2,e2fc7745,712.181496530138,712.181496530138,152.66327631178638,152.11206120010488,152.97583409625588,16049.0,16352.0,5149,5342,3013532.12,1119706.29,3013533.58,1118994.11,4676.188558227811,4753.362250838834,1502,5149,1651,5342,3010597.07,1123346.65,3013532.12,1119706.29,3014484.57,1114336.85,3013533.58,1118994.11,0,0,0,0,0,0,0,0,0,0,0,0,338,293,293,338,293,293
48c1f673,65a5466a,712.8325385391479,712.843930534471,151.7693946557919,151.8139064529012,124.53031951744047,10475.0,10402.0,454,0,2998777.85,1128335.94,2998301.23,1127805.88,4098.954239083402,5796.944434924329,1749,4665,1434,6116,2998825.85,1128297.54,2995808.6,1131072.0,2998301.23,1127805.88,3000204.77,1122330.38,0,0,0,0,0,0,0,0,0,0,0,0,1316,762,762,1316,762,762
357c12f9,a783cc24,714.5742316230884,714.6679823528231,177.8425580289753,177.75971576559266,179.79464678046836,12952.0,13487.0,2815,3146,2939537.97,1066051.92,2940120.19,1066466.21,5200.176757091698,3034.894686821841,1691,5769,1386,3274,2940925.86,1064281.12,2937744.89,1068394.91,2938430.18,1068831.37,2940194.94,1066362.32,0,0,0,0,0,0,0,0,0,0,0,0,3842,3275,3275,3842,3275,3275
3df4b19e,e7d0c1de,715.9607321635159,716.0774438566119,174.92289169308674,175.70948719205182,179.84123046638297,11389.0,11608.0,539,820,3006041.9,1116550.52,3006753.5,1116471.62,6174.827059748288,5959.511646737575,1670,6657,1744,6454,3006021.62,1116433.42,3006162.05,1122606.65,3006820.11,1116806.06,3006157.85,1110883.46,0,0,0,0,0,0,0,0,0,0,0,0,1478,1669,1478,1478,1669,1478
20096916,9d072e4c,717.0485585368502,717.1491438326879,178.6198984353812,178.60199280830412,179.437844122519,12398.0,17830.0,1145,6568,3001447.04,1096329.43,3002128.57,1096552.31,6399.40135325162,6532.455022891409,1747,6879,1691,6797,3001648.84,1095686.1,2999593.04,1101746.3,3000251.43,1102569.96,3002200.37,1096335.01,0,0,0,0,0,0,0,0,0,0,0,0,6880,6599,6599,6880,6599,6599
201661b5,d3df146b,717.1449505505361,717.1449505505361,179.54567656158787,179.56629519826825,179.78252140288728,19800.0,18787.0,8135,7251,3026654.02,1114795.96,3027334.62,1115021.97,7466.555124205464,6779.072407379992,2181,8135,1465,7251,3026609.1,1107329.54,3026654.02,1114795.96,3027321.65,1121801.03,3027334.62,1115021.97,0,0,0,0,0,0,0,0,0,0,0,0,513,530,513,513,530,513
86454a6f,ed6436d6,717.2583864968877,717.2817758734041,177.66859408652476,177.58519964747703,179.8728302091182,12360.0,15823.0,395,4625,3001061.89,1089902.95,3000388.06,1089657.16,9037.880584877155,4396.668303181442,1136,9099,2082,5026,3000944.96,1090238.61,3004461.28,1081912.82,3001779.24,1085910.93,3000234.83,1090027.42,0,0,0,0,0,0,0,0,0,0,0,0,4751,5027,4751,4751,5027,4751
a0b83014,da940160,717.7517710881937,717.8600669349235,179.89856767284948,179.82516874095623,178.04138723467915,11781.0,17568.0,1185,6791,3007878.33,1122619.29,3007160.65,1122629.44,6265.824495611256,6238.927720377919,1838,6872,1660,6791,3007914.8,1123205.58,3007760.73,1116941.65,3006996.2,1116392.68,3007160.65,1122629.44,0,0,0,0,0,0,0,0,0,0,0,0,6873,6792,6792,6873,6792,6792
264feceb,2cee0cba,721.2680784562718,721.2680784562718,178.78155840747226,179.959064388914,177.5135616821892,18004.0,17536.0,7407,7334,2899336.93,1031684.72,2898629.66,1031543.31,6883.283920586129,6809.18119480599,1743,7407,1835,7334,2903911.6,1026541.57,2899336.93,1031684.72,2894213.45,1036726.17,2898629.66,1031543.31,0,0,0,0,0,0,0,0,0,0,0,0,414,416,414,414,416,414
c96c018a,fc03f21f,722.8092463436159,722.8092463436159,158.88687915352898,158.52771439800023,156.07351296366764,18539.0,17258.0,7678,6201,3002331.63,1109632.39,3001761.88,1109187.6,7240.460835996604,5624.851640105861,1443,7678,1399,6201,3002283.37,1116872.69,3002331.63,1109632.39,3003822.94,1103953.96,3001761.88,1109187.6,0,0,0,0,0,0,0,0,0,0,0,0,382,536,382,382,536,382
82fcf37c,b7cdcecb,723.2506774972676,723.3499139421842,178.26984974984012,178.53194012993697,179.5803556200754,10620.0,11015.0,68,534,2884494.26,1020617.73,2885075.21,1021048.53,7172.541831073496,7258.097097752251,1383,7396,1452,7619,2884500.23,1020608.8,2879696.56,1025935.16,2884974.58,1021236.51,2889670.6,1015702.31,0,0,0,0,0,0,0,0,0,0,0,0,1002,1201,1002,1002,1201,1002
8648abae,9df1b1f9,725.5392263689203,725.5634310656704,175.16845094878536,175.83195655770967,75.00407129716885,11243.0,17097.0,0,5455,3014357.27,1109630.71,3013705.04,1109312.9,5480.09550950529,5922.3202245827615,1842,6085,1743,6443,3014357.27,1109630.71,3017283.65,1104997.38,3015970.64,1104927.23,3013241.09,1110183.03,0,0,0,0,0,0,0,0,0,0,0,0,3842,3906,3842,3842,3906,3842
368fe682,a0383629,726.2269984656401,726.2269984656401,179.15039448556493,179.38906882579477,176.41291275607537,17145.0,17962.0,6415,7686,2898541.35,1030979.52,2897833.53,1030817.05,6102.378711764904,7232.497558416262,1480,6415,1855,7686,2902555.72,1026383.45,2898541.35,1030979.52,2893157.02,1036334.23,2897833.53,1030817.05,0,0,0,0,0,0,0,0,0,0,0,0,414,446,414,414,446,414
2d196986,8a89da23,728.0810571630914,728.101346860595,178.00191513295982,178.17482562048144,179.82405394449827,11112.0,16105.0,665,5553,2914238.88,1037484.44,2913734.35,1036959.51,7785.726298618226,5195.748694432784,1842,8315,1640,5574,2914375.53,1037361.9,2909330.74,1043292.13,2910246.93,1040782.71,2913749.47,1036945.0,0,0,0,0,0,0,0,0,0,0,0,0,6218,5575,5575,6218,5575,5575
9efc812e,ab94878e,728.3295702495586,728.3574062915607,177.30718969177056,177.43080077795975,174.62899598244377,10740.0,10626.0,0,209,2940614.21,1059284.22,2939990.23,1058908.57,5843.3580905504405,7132.689538315597,1650,6099,1648,7651,2940614.21,1059284.22,2944602.33,1055013.42,2939991.51,1058906.07,2935373.71,1064342.17,0,0,0,0,0,0,0,0,0,0,0,0,816,1063,816,816,1063,816
2075c696,811f52b3,728.4939155543467,728.4939155543467,163.86702722473515,163.8909593179591,165.8075589003024,15312.0,17121.0,5579,6673,2902346.85,1036279.5,2903018.88,1036560.71,4770.253092866386,6104.991928258353,2392,5579,1838,6673,2900375.11,1040623.18,2902346.85,1036279.5,2906987.63,1031921.75,2903018.88,1036560.71,0,0,0,0,0,0,0,0,0,0,0,0,644,494,494,644,494,494
d114d9c2,e149204f,728.9098381144363,728.9436703890865,178.74610567175728,178.66045900601125,179.73880653178855,10893.0,10741.0,297,258,2884847.16,1021024.1,2885384.16,1021516.99,7302.391625686605,7247.1878823239,1337,7542,1452,7548,2884921.9,1020932.05,2880037.83,1026360.75,2885352.3,1021575.58,2890080.39,1016083.14,0,0,0,0,0,0,0,0,0,0,0,0,1117,1186,1117,1117,1186,1117
060ab2b8,a0383629,729.4559247137969,729.4624553049821,179.86432911551034,179.66753144707596,174.987221628103,16685.0,17962.0,6297,7686,2897303.28,1030316.11,2897833.53,1030817.05,7263.5878280638735,7232.497558416262,1560,7817,1855,7686,2901028.92,1025943.05,2896319.2,1031472.81,2893157.02,1036334.23,2897833.53,1030817.05,0,0,0,0,0,0,0,0,0,0,0,0,2172,2126,2126,2172,2126,2126
109d9d70,7cbbd047,729.5363766120919,729.5527948682825,178.6947395095864,178.79874095603918,177.9958337780992,17601.0,17975.0,5595,6789,3018575.32,1108785.44,3019139.04,1109248.52,5495.251660342689,6276.279671150615,1636,5850,1669,6789,3022021.13,1104837.17,3018415.45,1108984.08,3015129.85,1114077.4,3019139.04,1109248.52,0,0,0,0,0,0,0,0,0,0,0,0,949,940,940,949,940,940
37344c2a,e97032ad,732.7323658743982,732.7392891063353,176.26973574251457,177.79276689821756,129.47051698435035,10986.0,10171.0,673,0,2918016.79,1044872.48,2918442.19,1045469.08,6355.796779987681,5042.210241788665,1746,6942,2124,5653,2917878.82,1044963.87,2922406.04,1040502.88,2918442.19,1045469.08,2915088.49,1049234.26,0,0,0,0,0,0,0,0,0,0,0,0,1374,1195,1195,1374,1195,1195
37344c2a,e7c36e81,732.7323658743982,732.7392891063353,175.24065699072742,176.31364046410883,129.47051698435035,10986.0,10171.0,673,0,2918016.79,1044872.48,2918442.19,1045469.08,6355.796779987681,5054.200573038311,1746,6942,2124,5654,2917878.82,1044963.87,2922406.04,1040502.88,2918442.19,1045469.08,2915148.84,1049302.98,0,0,0,0,0,0,0,0,0,0,0,0,1374,1195,1195,1374,1195,1195
27300fd5,73b1447d,733.6494312682257,733.6494312682257,169.65819617414974,167.83299257801147,167.03215796705297,19284.0,18987.0,7385,7521,3012822.02,1086570.78,3012088.38,1086574.5,6960.491241816237,6785.102453913226,1919,7385,1852,7521,3016355.47,1080573.85,3012822.02,1086570.78,3007650.48,1091707.01,3012088.38,1086574.5,0,0,0,0,0,0,0,0,0,0,0,0,415,352,352,415,352,352
739a914f,c908edd0,736.6501655465318,736.7296874700788,175.99245502849294,178.02610407184412,130.73229182990812,12255.0,11045.0,1583,0,3008995.32,1116449.27,3008260.02,1116493.85,6628.683788822584,6448.813408721009,1814,7318,1458,6750,3009261.66,1117336.97,3008766.85,1110726.78,3008260.02,1116493.85,3008290.79,1122942.59,0,0,0,0,0,0,0,0,0,0,0,0,2253,1365,1365,2253,1365,1365
